Price,Address,Squares,Rooms,Floor
550 €,"Opština Stari grad, Centar, Bulevar despota Stefana",36 m2,1.5,II
1.300 €,"Opština Stari grad, Trg Republike, Bulevar despota Stefana",93 m2,3.0,N/A
700 €,"Opština Voždovac, Dušanovac, Kruševačka",61 m2,3.0,I/3
1.800 €,"Opština Voždovac, Bulevar oslobođenja, Koste Jovanovića",223 m2,5.0,N/A
700 €,"Opština Zvezdara, Đeram pijaca, Preševska",78 m2,3.0,V
300 €,"Opština Zemun, Altina, Ugrinovački put 12. deo",50 m2,2.0,PR/1
450 €,"Opština Zemun, Prvomajska, Zadrugraska",52 m2,2.0,PSUT
300 €,"Opština Palilula, Karaburma, Roda",25 m2,0.5,VPR/3
1.600 €,"Opština Vračar, Hram svetog Save",85 m2,3.0,II
450 €,"Opština Savski venac, Ekonomski fakultet, Gavrila Principa",45 m2,1.5,I
400 €,"Opština Zvezdara, Medaković 3, Svetozara Radojčića",43 m2,2.0,III/3
4.300 €,"Opština Vračar, Hram svetog Save",226 m2,5.0,II/8
700 €,"Opština Voždovac, Lekino brdo, Vojvode Prijezde",50 m2,2.0,II/3
850 €,"Opština Zemun, Gornji grad, Dobanovačka",65 m2,3.0,I/3
550 €,"Opština Zvezdara, Bulbulder, Dimitrija Tucovića",35 m2,1.0,V/6
800 €,"Opština Stari grad, Gundulićev venac, Gundulićev Venac",37 m2,1.5,I/4
700 €,"Opština Voždovac, Vojvode Stepe, ",62 m2,3.0,V
2.500 €,"Opština Vračar, Hram svetog Save, Patrijarh Varnave",203 m2,5+,III/4
3.500 €,"Opština Vračar, Cvetni trg",237 m2,4.0,I
4.500 €,"Opština Savski venac, Dedinje",265 m2,4.0,I
450 €,"Opština Vračar, Crveni krst, ",35 m2,1.0,I/8
530 €,"Opština Palilula, Mašinski fakultet, Vladetina",40 m2,1.5,I/8
350 €,"Opština Voždovac, Lekino brdo, Veselina Masleše",30 m2,0.5,PR/5
600 €,"Opština Voždovac, FON - Bilećka, Konstantina Filozofa",56 m2,2.5,IV/4
650 €,"Opština Voždovac, Voždovačka crkva, Bose Milićević",50 m2,2.0,III/4
550 €,"Opština Voždovac, Gospodara Vučića, Veselina Masleše",42 m2,2.0,VPR/5
400 €,"Opština Palilula, Krnjača, Zrenjaninski put 45A",42 m2,2.0,I/5
450 €,"Opština Vračar, Južni bulevar, Kneginje Julije",30 m2,1.0,VPR/5
400 €,"Opština Zvezdara, Lipov lad",31 m2,1.5,I/10
1.350 €,"Opština Vračar, Kalenić pijaca, ",100 m2,4.0,IV/6
1.800 €,"Opština Čukarica, Banovo brdo, ",100 m2,4.0,VPR/2
400 €,"Opština Zemun, Donji grad, Cara Dušana",63 m2,2.0,II/3
500 €,"Opština Čukarica, Žarkovo",30 m2,1.0,VPR/5
800 €,"Opština Vračar, Centar, Krunska",35 m2,1.0,VI/6
800 €,"Opština Stari grad, Terazije, Kralja Milana",41 m2,1.5,III/6
1.300 €,"Opština Voždovac, Lekino brdo, Kolasinska","74,30 m2",3.0,I/4
500 €,"Opština Vračar, Bulevar kralja Aleksandra",43 m2,2.0,V/5
350 €,"Opština Čukarica, Čukarička padina, Lazarevački drum",48 m2,1.0,PR/4
650 €,"Opština Voždovac, Jove Ilića, Jove Ilića",65 m2,3.0,VI/6
550 €,"Opština Zvezdara, Gradska bolnica",51 m2,2.0,II/4
1.500 €,"Opština Stari grad, Skupština, Stevana Sremca",74 m2,3.0,VI/6
600 €,"Opština Novi Beograd, Ledine, Danila Bate Stojkovića",48 m2,1.5,I/4
500 €,"Opština Savski venac, Balkanska",48 m2,2.0,I/3
1.500 €,"Opština Savski venac, Beograđanka, Svetozara Markovića",78 m2,2.5,I/6
800 €,"Opština Savski venac, Karađorđeva",60 m2,2.0,II/8
350 €,"Opština Zvezdara, Mali Mokri Lug, Prijepoljska",65 m2,3.0,PR
700 €,"Opština Čukarica, Cerak, Kosmajska",74 m2,2.0,I/3
700 €,"Opština Novi Beograd, Hotel Jugoslavija, Prve pruge",52 m2,2.0,III/4
2.650 €,"Opština Savski venac, Beograd na vodi",140 m2,5.0,VIII
650 €,"Opština Stari grad, Centar",50 m2,2.0,VPR/3
500 €,"Opština Zvezdara, Slavujev venac, Milana Vukosa",52 m2,2.0,VPR
1.000 €,"Opština Zvezdara, Cvetkova pijaca, Vojvode Dovezenskog",104 m2,4.0,II/2
350 €,"Opština Palilula, Višnjička Banja, FOTINE PEJOVIĆ 14",75 m2,3.0,PR/3
600 €,"Opština Voždovac, Medaković 3",78 m2,3.0,III
690 €,"Opština Voždovac, Lekino brdo, ",47 m2,2.0,VPR/4
400 €,"Opština Palilula, Višnjička Banja, Sestara Bukumirović",65 m2,2.0,I/2
550 €,"Opština Čukarica, Julino brdo, ",55 m2,2.5,III/6
500 €,"Opština Voždovac, Dušanovac, Admirala Vukovića",46 m2,1.5,II/2
400 €,"Opština Palilula, Tašmajdan, Đušina",36 m2,1.5,SUT/4
300 €,"Opština Zvezdara, Kluz, Franje Kluza",38 m2,1.5,I/1
450 €,"Opština Voždovac, Vojvode Vlahovića, ",44 m2,2.5,I/3
1.500 €,"Opština Stari grad, Centar, Strahinjića Bana",100 m2,3.0,VPR/2
2.300 €,"Opština Stari grad, K-District, Bulevar vojvode Bojovića",122 m2,4.0,IV/8
750 €,"Opština Novi Beograd, Fontana, Otona Zupancica",58 m2,3.0,IX/9
600 €,"Opština Novi Beograd, Opština, Omladinskih Brigada",42 m2,2.0,VI/11
850 €,"Opština Novi Beograd, Fontana, Narodnih heroja",27 m2,3.0,XXX/30
850 €,"Opština Palilula, Tašmajdan, Majora Ilica",45 m2,2.0,I/7
800 €,"Opština Savski venac, Beograd na vodi, Hercegovacka",35 m2,1.0,XII/17
1.000 €,"Opština Novi Beograd, Bežanijska kosa 1, Partizanske avijacije",95 m2,4.0,V/6
1.000 €,"Opština Zvezdara, Lion, Gusinjska",118 m2,3.0,VII/8
500 €,"Opština Zvezdara, Zeleno brdo, Vladimira Gortana",32 m2,1.0,III/5
500 €,"Opština Novi Beograd, Hotel Jugoslavija, Gramšijeva",81 m2,2.0,N/A
600 €,"Opština Čukarica, Banovo brdo",60 m2,2.0,I/2
300 €,"Opština Novi Beograd, Ledine, Dravska",32 m2,1.5,PR
400 €,"Opština Zemun, Altina, Moroslava Antića",100 m2,2.5,II/2
500 €,"Opština Novi Beograd, Blok 72, MIleve Marić Anštajn",34 m2,1.5,I/6
350 €,"Opština Čukarica, Čukarička padina, Obalskih radnika",46 m2,1.5,II/5
200 €,"Opština Palilula, Karaburma, Srneticka",20 m2,0.5,III/5
400 €,"Opština Voždovac, Vojvode Vlahovića, Irske desete divizije",33 m2,1.5,I/3
900 €,"Opština Vračar, Kalenić pijaca, Cara Nikolaja II",90 m2,3.0,VPR/4
300 €,"Opština Rakovica, Miljakovac, Stanka Paunovića Veljka",36 m2,1.5,V/5
540 €,"Opština Voždovac, Vojvode Stepe, Vojvode Stepe",61 m2,2.0,II/5
450 €,"Opština Voždovac, Braće Jerković, Dragice Končar",55 m2,3.0,VPR/6
500 €,"Opština Zemun, Galenika, Dunavskih virova",50 m2,1.5,VI/7
500 €,"Opština Čukarica, Čukarička padina",51 m2,2.0,VPR/4
700 €,"Opština Vračar, Kalenić pijaca",70 m2,2.0,V
700 €,"Opština Savski venac, Dedinje, Joce Jovanovića",56 m2,2.0,II/2
300 €,"Opština Zvezdara, Mirijevo, Teodora Mirijevskog",38 m2,1.5,PR/3
770 €,"Opština Stari grad, Dorćol, Cara Dušana",52 m2,2.0,XI/13
300 €,"Opština Čukarica, Žarkovo, Spasenovićeva",34 m2,1.0,IV/4
1.000 €,"Opština Vračar, Kalenić pijaca, Hadži Ruvimova",107 m2,4.0,VI/7
500 €,"Opština Palilula, Botanička bašta, Poenkareova",23 m2,0.5,IV/6
500 €,"Opština Zvezdara, Lion, Miloša Zečevića",50 m2,2.0,II/3
250 €,"Opština Palilula, Borča, Vojvođanska",35 m2,1.0,PR/2
700 €,"Opština Vračar, Južni bulevar, Južni bulevar",35 m2,1.0,VI/7
1.800 €,"Opština Vračar, Kalenić pijaca, Baba Višnjina",106 m2,4.0,I
1.150 €,"Opština Vračar, Pravni fakultet, Resavska",88 m2,3.5,III/5
550 €,"Opština Voždovac, Vojvode Stepe, Bose Milićević",50 m2,2.0,N/A
750 €,"Opština Zvezdara, Vukov Spomenik, Dimitrija Tucovića",43 m2,1.5,III/7
600 €,"Opština Vračar, Kalenić pijaca, Kneginje Zorke",35 m2,1.0,V/6
400 €,"Opština Stari grad, Bajlonijeva pijaca, Džordža Vašingtona",28 m2,1.0,I/5
900 €,"Opština Vračar, Gospodara Vučića, Gosp vucica 3",80 m2,2.5,I/4
650 €,"Opština Palilula, Botanička bašta, Sajkasja 29",50 m2,1.5,IX/11
800 €,"Opština Vračar, Južni bulevar, Šumatovačka",46 m2,1.5,VPR/5
350 €,"Opština Zemun, Galenika, Dunavskih virova",40 m2,1.5,I/2
600 €,"Opština Novi Beograd, Blok 58, Jurija Gagarina",31 m2,1.0,V/10
550 €,"Opština Vračar, Južni bulevar, Gospodara Vučića",49 m2,2.0,I
800 €,"Opština Zvezdara, Đeram pijaca, Đevđelijska",52 m2,1.0,PR/5
800 €,"Opština Savski venac, Mostarska petlja, Kneza Miloša",60 m2,2.0,I/4
800 €,"Opština Novi Beograd, Blok 70 (kineski tržni centar), Jurija Gagarina",64 m2,2.5,IX/15
1.800 €,"Opština Palilula, Palilulska pijaca, Ilije Garašanina",100 m2,3.0,VI/6
650 €,"Opština Stari grad, Centar, Hilandarska",65 m2,2.5,VPR/1
300 €,"Opština Zvezdara, Kluz, Vitezova Karađorđeve zvezde",34 m2,1.5,II/3
500 €,"Opština Stari grad, Dorćol, Solunska",46 m2,2.0,I/4
500 €,"Opština Voždovac, FON - Bilećka, Niksicka 6",64 m2,2.0,II/4
350 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Steve Vargaša",35 m2,2.0,VPR
400 €,"Opština Vračar, Bulevar kralja Aleksandra, Daničareva",40 m2,2.0,I
500 €,"Opština Vračar, Slavija, Bulevar oslobođenja",30 m2,0.5,II/2
500 €,"Opština Vračar, Krunska, Krunska",66 m2,2.0,VPR
450 €,"Opština Novi Beograd, Ledine, Vojvođanska",45 m2,2.0,I/4
450 €,"Opština Stari grad, Kalemegdan, Rige od Fere",30 m2,1.5,III
800 €,"Opština Savski venac, Beograd na vodi, Koče Popovića",47 m2,2.5,III/4
500 €,"Opština Savski venac, Centar, Karađorđeva",30 m2,1.5,I/6
700 €,"Opština Savski venac, Beograd na vodi, Koče Popovića",42 m2,2.0,IV/4
2.500 €,"Opština Vračar, Hram svetog Save, Šumatovačka",127 m2,4.0,V/5
750 €,"Opština Voždovac, Medaković 3, 28. juna",70 m2,3.0,II/2
1.000 €,"Opština Stari grad, Studentski trg, Studentski trg",50 m2,2.0,I/9
850 €,"Opština Zvezdara, Zeleno brdo, Dušana Radovića",63 m2,3.0,VPR/2
700 €,"Opština Zvezdara, Lion, ",40 m2,2.0,VPR/3
650 €,"Opština Savski venac, Stadion Partizana, Humska",34 m2,1.5,PR/4
650 €,"Opština Novi Beograd, Novi Merkator, Omladinskih brigada",61 m2,2.5,VPR/4
500 €,"Opština Vračar, Južni bulevar, Južni bulevar",56 m2,2.0,VII/7
2.200 €,"Opština Novi Beograd, Blok 65, Omladinskih brigada",108 m2,4.0,IX/30
400 €,"Opština Savski venac, Humska, Sitnička",22 m2,0.5,PR/1
650 €,"Opština Stari grad, Terazije, Kralja Milana Stari Grad",35 m2,1.5,I/8
700 €,"Opština Novi Beograd, Blok 29, Bulevar Arsenija Čarnojevića",65 m2,3.0,N/A
350 €,"Opština Zemun, Altina, Predraga Lakovića",55 m2,2.0,I/2
750 €,"Opština Stari grad, Gundulićev venac, Budimska",42 m2,2.0,V/5
1.600 €,"Opština Vračar, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra",125 m2,4.0,III/5
430 €,"Opština Zemun, Centar, Filipa Višnjića",36 m2,1.0,III/4
1.700 €,"Opština Vračar, Krunski venac, Smiljanićeva",92 m2,4.0,I/6
1.200 €,"Opština Stari grad, Kalemegdan, ",68 m2,3.0,VI/7
500 €,"Opština Voždovac, Lekino brdo, Braće Kovač",30 m2,2.0,I/1
500 €,"Opština Voždovac, Braće Jerković, Nade Naumović",45 m2,1.5,II/4
1.300 €,"Opština Stari grad, Obilićev venac, Obilićev Venac",85 m2,4.0,II/6
600 €,"Opština Palilula, Krnjača, Igora Vasiljeva",105 m2,4.0,VPR/2
570 €,"Opština Voždovac, Vojvode Stepe, Nikšićka",52 m2,2.0,III/3
250 €,"Opština Grocka, Kaluđerica",50 m2,2.0,VPR/1
500 €,"Opština Vračar, Južni bulevar, Juzni Bulevar",36 m2,1.0,VI/7
1.200 €,"Opština Novi Beograd, Hotel Hyatt, ",92 m2,2.0,VII/8
1.000 €,"Opština Savski venac, Dedinje, Koste Racina",75 m2,3.0,III/3
1.000 €,"Opština Vračar, Hram svetog Save, ",60 m2,3.0,I
1.200 €,"Opština Novi Beograd, Blok 29, Bulevar Arsenija Čarnojevića",93 m2,3.0,VI
1.950 €,"Opština Savski venac, Beograd na vodi, ",99 m2,3.0,I
400 €,"Opština Voždovac, Lekino brdo, Murska",30 m2,1.0,VPR
390 €,"Opština Zemun, Altina, Božidarčeva",55 m2,2.0,I/1
450 €,"Opština Novi Beograd, Fontana, Pariske komune",57 m2,2.0,III/8
750 €,"Opština Voždovac, Saobraćajni fakultet, Otokara Keršovanija",70 m2,2.0,PR/1
650 €,"Opština Zvezdara, Bulevar kralja Aleksandra, Milana Rakića",71 m2,3.0,II/5
1.500 €,"Opština Novi Beograd, Blok 64, Omladinskih brigada",60 m2,2.0,XXI
600 €,"Opština Stari grad, Centar, Vojvode Dobrnjca",44 m2,2.0,IV/4
350 €,"Opština Palilula, Karaburma, Karpatska",30 m2,1.5,I/1
950 €,"Opština Vračar, Gradić Pejton, Vojvode Dragomira",90 m2,3.0,VI/7
2.200 €,"Opština Vračar, SC Vračar, Loznička",132 m2,4.0,V/6
250 €,"Opština Čukarica, Sremčica, Beogradska",23 m2,1.0,PR
450 €,"Opština Zemun, Prvomajska, Mića Radakovića",50 m2,2.0,VI/8
650 €,"Opština Voždovac, Naselje Stepa Stepanović, Generala Stefanika",45 m2,2.0,IV/5
900 €,"Opština Savski venac, Senjak, Bulevar Vojvode Misica",75 m2,3.0,VPR/6
850 €,"Opština Palilula, Višnjička Banja, Mirka Milojkovica",70 m2,3.0,VPR/5
700 €,"Opština Voždovac, Centar, Strazilovska",53 m2,2.0,IV/5
500 €,"Opština Zemun, Karađorđev trg, 22. oktobra",32 m2,1.0,VPR/4
1.550 €,"Opština Savski venac, Beograd na vodi, Luke Ćelovića Trebinjca",58 m2,2.0,I/8
550 €,"Opština Voždovac, Lekino brdo, Varvarinska",43 m2,2.0,III/4
800 €,"Opština Vračar, Hram svetog Save, Hadži Melentijeva",70 m2,3.0,III/4
400 €,"Opština Vračar, Kalenić pijaca",35 m2,1.5,PR
3.500 €,"Opština Savski venac, Senjak, Milovana Glišića",174 m2,4.0,I/3
450 €,"Opština Vračar, Crveni krst, Metohijska",34 m2,1.5,II/6
300 €,"Opština Rakovica, Miljakovac, Pećka",35 m2,1.5,PR/4
4.300 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",215 m2,5+,IX
600 €,"Opština Novi Beograd, Opština, Omladinskih brigada",42 m2,2.0,VI/11
1.500 €,"Opština Savski venac, Dedinje, Vladimira Gaćinovića",95 m2,3.0,VPR/1
700 €,"Opština Novi Beograd, Blok 21, Bulevar Zorana Đinđića",53 m2,2.0,N/A
2.000 €,"Opština Savski venac, Beograd na vodi, BW Eterna",94 m2,3.0,II/8
700 €,"Opština Vračar, Čubura, Maksima Gorkog",46 m2,1.5,II/6
650 €,"Opština Palilula, Tašmajdan, 27. marta",34 m2,1.5,II/7
500 €,"Opština Voždovac, Vojvode Vlahovića, Braće Jerković",59 m2,2.0,VIII/10
1.000 €,"Opština Stari grad, Kosančićev venac, Dobrice Ćosića",52 m2,2.5,VPR/2
300 €,"Opština Palilula, Borča, Popovačka",49 m2,1.5,II/4
300 €,"Opština Rakovica, Petlovo brdo, Nićifora Ninkovića",38 m2,1.0,PR/1
1.000 €,"Opština Savski venac, Dedinje, Stjepana Filipovića",59 m2,3.0,X/15
630 €,"Opština Voždovac, Kumodraž, Vojvode Vlahovića",66 m2,3.0,IV/4
750 €,"Opština Zemun, Zemunske kapije, Šumadijska",42 m2,2.0,III/6
550 €,"Opština Zemun, Gornji grad, Sarajevska",40 m2,2.0,II/3
580 €,"Opština Novi Beograd, Blok 67 (Belvil), Jurija Gagarina",31 m2,1.0,IV/9
470 €,"Opština Voždovac, Saobraćajni fakultet, Vojvode Stepe",35 m2,1.0,VI
250 €,"Opština Voždovac, Lekino brdo, Varvarinska",28 m2,1.5,PR/1
200 €,"Opština Palilula, Borča, Popova bara nova 405.",35 m2,1.0,PR/1
1.500 €,"Opština Stari grad, Skupština, Palmotićeva",204 m2,5+,VI/7
400 €,"Opština Zemun, Kej, Karamatina 35",34 m2,1.0,PR/1
1.200 €,"Opština Voždovac, Lekino brdo, ",55 m2,3.0,III/4
4.500 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",225 m2,5+,IX
350 €,"Opština Voždovac, Braće Jerković, Vojvode Vlahovića",33 m2,1.0,PR/4
550 €,"Opština Stari grad, Gundulićev venac, Dobračina",24 m2,1.5,I/4
550 €,"Opština Stari grad, Trg Republike, Vase Čarapića",25 m2,1.0,I/5
600 €,"Opština Zvezdara, Zeleno brdo, Ivana Gradnika",66 m2,3.0,I/1
500 €,"Opština Voždovac, Saobraćajni fakultet, Vojvode Stepe",30 m2,1.0,VIII/12
500 €,"Opština Voždovac, Centar, Bulevar oslobođenja",41 m2,2.5,VII/8
900 €,"Opština Voždovac, Naselje Stepa Stepanović, 2. srpske armije",65 m2,3.0,I/6
1.600 €,"Opština Savski venac, Beograd na vodi, Nikolaja Kravcova",78 m2,3.0,II/9
500 €,"Opština Voždovac, Darvinova pošta, Kumodraška",59 m2,2.5,I/3
1.300 €,"Opština Stari grad, Skupština",100 m2,3.0,II/3
1.100 €,"Opština Novi Beograd, Blok 23, Bulevar Milutina Milankovića",75 m2,3.0,I/21
450 €,"Opština Vračar, Kalenić pijaca, ",39 m2,1.5,I/3
750 €,"Opština Voždovac, Bulevar oslobođenja",50 m2,2.0,VII/9
800 €,"Opština Savski venac, Brankova, ",62 m2,3.0,II
550 €,"Opština Stari grad, Obilićev venac, ",35 m2,1.0,III/6
700 €,"Opština Vračar, Crveni krst, ",50 m2,1.5,N/A
1.500 €,"Opština Vračar, Hram svetog Save",80 m2,3.0,I/3
400 €,"Opština Zvezdara, Konjarnik, Milića Rakića",40 m2,1.5,XI/11
1.400 €,"Opština Savski venac, Beograd na vodi, Nikolaja Kravcova",77 m2,3.0,II/9
350 €,"Opština Stari grad, Dorćol, Tadeuša Košćuška",40 m2,1.0,PR/5
1.250 €,"Opština Vračar, Centar, Bulevar Kralja Aleksandra",58 m2,2.0,II/5
400 €,"Opština Zvezdara, Konjarnik, Ustanicka 244",52 m2,2.0,I/6
1.200 €,"Opština Vračar, Južni bulevar, Braće Radovanović 19",70 m2,3.0,V/7
450 €,"Opština Zemun, Retenzija, Prve Pruge",30 m2,1.0,V/8
1.000 €,"Opština Zemun, Kej, Stevana Markovica",57 m2,2.0,I/2
900 €,"Opština Stari grad, Dorćol, Visokog Stevana",72 m2,3.0,III/7
500 €,"Opština Voždovac, Naselje Stepa Stepanović, Milica Marinovica",65 m2,3.0,I/4
2.000 €,"Opština Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona",90 m2,3.0,XVI/23
650 €,"Opština Novi Beograd, Blok 4 (Politehnička akademija), ",42 m2,1.5,II/5
650 €,"Opština Vračar, Južni bulevar, Mlade Bosne",73 m2,3.0,I/3
900 €,"Opština Stari grad, Knez Mihailova, Cara Uroša",51 m2,2.0,VI/8
600 €,"Opština Zvezdara, Crveni krst, Vojislava Ilića",60 m2,3.0,II/4
480 €,"Opština Zvezdara, Medaković 3, Svetozara Radojcica",46 m2,2.5,I/4
400 €,"Opština Rakovica, Kanarevo brdo, Vukasovićeva",56 m2,2.0,II/5
350 €,"Opština Novi Beograd, Blok 34 (Carina - Studentski grad), ",30 m2,1.0,I/4
350 €,"Opština Voždovac, Medaković 2, ",33 m2,1.0,XI/13
600 €,"Opština Zemun, Gornji grad",60 m2,2.5,PR/4
450 €,"Opština Palilula, Karaburma, Marijane Gregoran",40 m2,1.0,IV/7
850 €,"Opština Stari grad, Dorćol, ",40 m2,2.0,IV
380 €,"Opština Zvezdara, Cvetkova pijaca, Tihomira Višnjevca",34 m2,1.5,VPR/3
750 €,"Opština Zemun, Centar, Danila Medakovića",52 m2,2.0,I/2
1.200 €,"Opština Stari grad, Gundulićev venac, Venizelosova",71 m2,3.0,II/7
800 €,"Opština Novi Beograd, Blok 67 (Belvil), Bulevar Crvene Armije",68 m2,2.0,XII
600 €,"Opština Palilula, Mašinski fakultet, Ivankovačka",50 m2,2.0,II
900 €,"Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",54 m2,2.0,II/10
600 €,"Opština Grocka, Kaluđerica, Kralja Petra I",220 m2,3.0,I
1.000 €,"Opština Čukarica, Banovo brdo, Olivere Marković",86 m2,4.0,I/2
320 €,"Opština Rakovica, Miljakovac, Dimitrija Koturovića",22 m2,0.5,VPR/3
450 €,"Opština Palilula, Višnjička Banja, Mirka Milojkovića",45 m2,2.0,I/5
350 €,"Opština Zemun, Donji grad, Petra Kočića",40 m2,1.5,PR
450 €,"Opština Voždovac, Kumodraž",83 m2,4.0,I/1
850 €,"Opština Voždovac, Bulevar oslobođenja, Bulevar oslobođenja",90 m2,3.0,II/4
400 €,"Opština Voždovac, Medaković padina",55 m2,2.5,II
600 €,"Opština Voždovac, Braće Jerković, Vojvode Vlahovica",55 m2,2.0,III/3
400 €,"Opština Vračar, SC Vračar, Vojvode Šupljikca",20 m2,0.5,I/6
550 €,"Opština Zemun, Prvomajska, Ostoje Živkovića",52 m2,3.0,I/3
1.500 €,"Opština Stari grad, Dorćol, Gospodar Jevremova",107 m2,4.0,II/7
750 €,"Opština Vračar, Kalenić pijaca, Koče Kapetana",58 m2,3.0,I/3
650 €,"Opština Vračar, Čubura, Svetolika Rankovića",43 m2,1.5,VPR/4
550 €,"Opština Voždovac, FON - Bilećka, Vojvode Stepe",44 m2,1.5,IV/10
450 €,"Opština Novi Beograd, Ledine, Jorgandžijska",78 m2,2.5,N/A
500 €,"Opština Novi Beograd, Paviljoni, ",31 m2,1.5,I
200 €,"Opština Zvezdara, Lion, Preševska",32 m2,2.0,VPR/1
550 €,"Opština Zvezdara, Vukov Spomenik",54 m2,2.0,PR/3
300 €,"Opština Rakovica, Vidikovački venac, Vidikovački venac",55 m2,2.0,VIII/13
300 €,"Opština Palilula, Kotež, Jovana Isailovića",56 m2,1.5,II/3
200 €,"Opština Palilula, Borča, 1. maja",30 m2,1.0,PR
400 €,"Opština Novi Beograd, Hotel Jugoslavija, Prve Pruge",30 m2,1.0,V/8
400 €,"Opština Zemun, Retenzija, Prve Pruge",30 m2,1.0,V/8
850 €,"Opština Rakovica, Miljakovac, Miljakovačke livade",110 m2,4.0,VPR/2
1.300 €,"Opština Vračar, Slavija, Svetozara Markovića",75 m2,2.5,V/7
550 €,"Opština Čukarica, Čukarička padina, Mladena Mitrića 2",33 m2,0.5,VPR/7
450 €,"Opština Voždovac, Vojvode Stepe, Ljuba Vučkovića",50 m2,1.5,I/6
2.500 €,"Opština Savski venac, Senjak",118 m2,3.0,I/4
350 €,"Opština Čukarica, Rupčine, Mitrofana Hilandarca",86 m2,3.0,II/2
900 €,"Opština Savski venac, Dedinje",70 m2,2.0,I/4
300 €,"Opština Rakovica, Vidikovačka padina, Mome Stanojlovića",31 m2,1.5,III/4
600 €,"Opština Voždovac, Banjica, Radomira Markovića","59,56 m2",3.0,I/4
600 €,"Opština Čukarica, Cerak, Breza",75 m2,3.0,V/10
550 €,"Opština Stari grad, Dorćol, Tadeuša Košćuška",34 m2,1.0,VII/11
380 €,"Opština Zemun, Galenika, Petra Jovovića",36 m2,2.0,VPR/2
350 €,"Opština Voždovac, Medaković 2, Radovana Sića Cige",40 m2,2.0,VIII/12
1.000 €,"Opština Novi Beograd, Hotel Jugoslavija, Gramšijeva",92 m2,3.0,VPR/5
520 €,"Opština Novi Beograd, Blok 22, Bulevar Arsenija Čarnojevića",30 m2,1.0,I/6
450 €,"Opština Rakovica, Miljakovac, Borska",40 m2,1.5,III/5
690 €,"Opština Zvezdara, Kluz, Budmanijeva",60 m2,3.0,VPR/4
600 €,"Opština Vračar, Čubura, Svetozara Gligorića",34 m2,1.0,I/3
500 €,"Opština Savski venac, Centar, Sarajevska",45 m2,1.5,PR/1
300 €,"Opština Grocka, Vinča, Smederevski put",58 m2,2.5,PR/1
800 €,"Opština Voždovac, Lekino brdo, Braće Kovač",65 m2,3.0,II/4
1.000 €,"Opština Stari grad, Dorćol, Gospodar Jevremova",42 m2,1.5,V
550 €,"Opština Zvezdara, Dimitrija Tucovića, Dimitrija Tucovića",62 m2,2.5,V/7
450 €,"Opština Zvezdara, Dimitrija Tucovića, Dimitrija Tucovića",30 m2,1.0,I/7
450 €,"Opština Voždovac, Autokomanda, Ustanička",30 m2,0.5,I/4
1.100 €,"Opština Novi Beograd, Arena, Bulevar Arsenija Čarnojevića",91 m2,3.0,III/6
320 €,"Opština Palilula, Borča, Elemirska",35 m2,1.5,I/1
220 €,"Opština Palilula, Borča, Elemirska",25 m2,0.5,PR/1
550 €,"Opština Voždovac, Konjarnik, Vladimira Tomanovića",71 m2,2.0,I/6
1.300 €,"Opština Stari grad, Topličin venac, Topličin Venac",115 m2,3.0,I/5
